LncRNAID,Gene alias,Transcript alias,Chr,SNPID,Disease/Trait name
LSLNC003370,NONHSAG040784,NONHSAT102261,5,rs4457053,Type 2 diabetes without obesity
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes without obesity
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes without obesity
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes without obesity
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes without obesity
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes without obesity
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes without obesity
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes without obesity
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes without obesity
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes
LSLNC003372,NONHSAG040784,NONHSAT102263,5,rs4457053,Type 2 diabetes without obesity
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes without obesity
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes without obesity
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes without obesity
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes without obesity
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes without obesity
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes without obesity
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes without obesity
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes without obesity
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes
LSLNC003373,NONHSAG040784,NONHSAT102264,5,rs4457053,Type 2 diabetes without obesity
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes without obesity
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes without obesity
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes without obesity
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes without obesity
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes without obesity
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes without obesity
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes without obesity
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes without obesity
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes
LSLNC003374,NONHSAG040784,NONHSAT102265,5,rs4457053,Type 2 diabetes without obesity
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes without obesity
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes without obesity
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes without obesity
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes without obesity
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes without obesity
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes without obesity
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes without obesity
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes without obesity
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes
LSLNC003378,NONHSAG040784,NONHSAT102270,5,rs4457053,Type 2 diabetes without obesity
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes without obesity
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes without obesity
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes without obesity
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes without obesity
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes without obesity
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes without obesity
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes without obesity
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes without obesity
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes
LSLNC003379,NONHSAG040784,NONHSAT102271,5,rs4457053,Type 2 diabetes without obesity
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes without obesity
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes without obesity
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes without obesity
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes without obesity
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes without obesity
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes without obesity
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes without obesity
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes
LSLNC003381,NONHSAG040784,NONHSAT102273,5,rs4457053,Type 2 diabetes without obesity
