LncRNAID,Gene alias,Transcript alias,Chr,SNPID,Disease/Trait name
LSLNC113654,lnc-AC124890.1-1; ENSG00000251695,lnc-AC124890.1-1:1; ENST00000504589,12,rs11177192,Type 2 diabetes
LSLNC114452,lnc-AGGF1-3,lnc-AGGF1-3:21; ucscGeneNc_uc003kez_1,5,rs4457053,Type 2 diabetes
LSLNC122462,lnc-CELF4-7; ENSG00000249862; AC016205.1,lnc-CELF4-7:2; ENST00000503211; NONHSAT059015; NR_024391,18,rs11082138,Type 2 diabetes
LSLNC126152,lnc-DRD5-23,lnc-DRD5-23:1; l_2606_chr4:11075205-11389184_testes,4,rs4697843,"Diabetic retinopathy in Type 2 diabetes mellitus, ETDRS grade>=30"
LSLNC126976,lnc-ELF2-5,lnc-ELF2-5:2; NONHSAT098453,4,rs10033117,Type 2 diabetes with obesity
LSLNC127833,lnc-FAM101A-2; XLOC_009927; linc-FAM101A-2,lnc-FAM101A-2:4; TCONS_00020612; NONHSAT031648,12,rs10773069,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated"
LSLNC139963,lnc-NDFIP2-17,lnc-NDFIP2-17:1; l_882_chr13:79483259-79631282_brain,13,rs1111837,"Type 2 diabetes, combined control dataset, gender differentiated"
LSLNC140110,lnc-NDUFS6-5; XLOC_004250; linc-C5orf38-5,lnc-NDUFS6-5:3; TCONS_00009834; NONHSAT100084,5,rs1123391,Type 2 diabetes
LSLNC145607,lnc-QKI-2; XLOC_005531; linc-FGFR1OP-9,lnc-QKI-2:1; TCONS_00012012; NONHSAT115971,6,rs1885732,Type 2 diabetes
LSLNC145608,lnc-QKI-2; XLOC_005531; linc-FGFR1OP-9,lnc-QKI-2:2; TCONS_00011199; NONHSAT115972,6,rs1885732,Type 2 diabetes
LSLNC153170,lnc-SWAP70-2,lnc-SWAP70-2:2; NR_120539,11,rs7929434,Type 2 diabetes
LSLNC157741,lnc-VRK2-5,lnc-VRK2-5:12; NONHSAT070864; NR_033873,2,rs17049584,Type 2 diabetes
LSLNC158746,lnc-ZCWPW2-2; ENSG00000228214.1; AC109586.1; OTTHUMG00000155718.1,lnc-ZCWPW2-2:1; ENST00000432518.1; AC109586.1-001; OTTHUMT00000341375.1,3,rs17651822,Type 2 diabetes
LSLNC158747,lnc-ZCWPW2-2,lnc-ZCWPW2-2:5; NONHSAT088793; NR_038840,3,rs17651822,Type 2 diabetes
LSLNC158749,lnc-ZCWPW2-3,lnc-ZCWPW2-3:1; l_2335_chr3:28592606-28775292_brain,3,rs17651822,Type 2 diabetes
LSLNC159716,lnc-ZNF608-7,lnc-ZNF608-7:4; NR_125774,5,rs7448080,Waist hip ratio in Type 2 diabetes
LSLNC161382,,hsaLB_5UO_61057.1; hsaLB_AN_61057.1; hsaLB_IO_61057.1,10,rs7893529,Type 2 diabetes
LSLNC164670,NONHSAG009997,NONHSAT025028; hsaLB_5UO_71701.1; hsaLB_AN_71701.1; hsaLB_IO_71701.1,11,rs10790822,Type 2 diabetes
LSLNC164671,lnc-KIRREL3-1,hsaLB_PT_71701.2; lnc-KIRREL3-1:1; NONHSAT025028,11,rs10790822,Type 2 diabetes
LSLNC164672,lnc-KIRREL3-1,hsaLB_PT_71702; lnc-KIRREL3-1:2; NONHSAT025029,11,rs10790822,Type 2 diabetes
LSLNC164673,lnc-KIRREL3-1,hsaLB_PT_71703; lnc-KIRREL3-1:3; NONHSAT025030,11,rs10790822,Type 2 diabetes
LSLNC167457,lnc-NARS2-1,hsaLB_PT_69850; lnc-NARS2-1:1; NONHSAT023299,11,rs621543,Type 2 diabetes
LSLNC167971,ENSG00000255476.1; RP11-1H15.2; OTTHUMG00000165891.1; lnc-SWAP70-2,ENST00000533659.1; RP11-1H15.2-001; hsaLB_AN_66272; lnc-SWAP70-2:1; OTTHUMT00000386926.1,11,rs7929434,Type 2 diabetes
LSLNC168939,lnc-FAM101A-2; ENSG00000255906.1; RP11-522N14.1; OTTHUMG00000168597.1,hsaLB_PT_77832; lnc-FAM101A-2:1; ENST00000540762.1; RP11-522N14.1-002; OTTHUMT00000400378.1; NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC168940,lnc-FAM101A-2; ENSG00000255906.1; RP11-522N14.1; OTTHUMG00000168597.1,hsaLB_PT_77834; lnc-FAM101A-2:2; ENST00000545615.1; RP11-522N14.1-001; OTTHUMT00000400379.1; NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC168955,NONHSAG012632,NONHSAT031648; hsaLB_LI_77849,12,rs10773069,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated"
LSLNC171020,lnc-C12orf61-2,hsaLB_PT_75336; lnc-C12orf61-2:6; NONHSAT029069,12,rs11174296,Type 2 diabetes
LSLNC171495,lnc-TPH2-1,hsaLB_PT_75745; lnc-TPH2-1:4; NONHSAT029456,12,rs12321257,Type 2 diabetes
LSLNC171582,ENSG00000258077; ENSG00000258077.2; RP11-114H23.1; OTTHUMG00000169765.4; lnc-KRR1-2; ENSG00000258077.1; OTTHUMG00000169765.3,ENST00000552856; ENST00000552856.1; RP11-114H23.1-001; hsaLB_LI_75814; lnc-KRR1-2:1; OTTHUMT00000405775.2; NONHSAT029536,12,rs11180647,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC173935,NONHSAG013825,NONHSAT034433; hsaLB_AN_80136.1; hsaLB_IO_80136.1,13,rs1330884,Type 2 diabetes
LSLNC173936,ENSG00000234377.3; RNF219-AS1; OTTHUMG00000185746.4; lnc-SLAIN1-3,ENST00000607862.1; RNF219-AS1-013; hsaLB_AN_80136.2; lnc-SLAIN1-3:2; NONHSAT034433,13,rs1330884,Type 2 diabetes
LSLNC176874,ENSG00000259053.1; RP11-33N16.3; lnc-RP11-944C7.1.1-1; OTTHUMG00000170977.1,ENST00000555070.1; RP11-33N16.3-001; hsaLB_PT_84114; lnc-RP11-944C7.1.1-1:1; OTTHUMT00000411023.1; NONHSAT039185,14,rs10150928,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated"
LSLNC178862,lnc-NARG2-7,hsaLB_PT_87353; lnc-NARG2-7:3; NONHSAT044228,15,rs10519058,Type 2 diabetes
LSLNC178863,lnc-NARG2-7,hsaLB_IO_87354; lnc-NARG2-7:2; NONHSAT044229,15,rs16943012,Type 2 diabetes
LSLNC180812,,hsaLB_3UO_90229.1; hsaLB_5UO_90229.1; hsaLB_IO_90229.1,16,rs9940288,Type 2 diabetes
LSLNC182713,lnc-RP11-124K4.2.1-1,hsaLB_PT_90904; lnc-RP11-124K4.2.1-1:4; NONHSAT140358,16,rs2052234,"Type 2 diabetes, combined control dataset"
LSLNC188978,NONHSAG023729,NONHSAT059015; hsaLB_AN_103348,18,rs11082138,Type 2 diabetes
LSLNC188979,NONHSAG023729,NONHSAT059016; NONHSAT059017; hsaLB_AN_103349.1; hsaLB_AN_103349.2,18,rs11082138,Type 2 diabetes
LSLNC188980,ENSG00000267374; ENSG00000267374.1; LINC00669; OTTHUMG00000178312.1; lnc-CELF4-7; ENSG00000249862; AC016205.1,ENST00000591629; ENST00000591629.1; LINC00669-001; hsaLB_LI_103351; lnc-CELF4-7:1; ENST00000510201; NONHSAT059016; lnc-CELF4-7:4; NONHSAT059017,18,rs11082138,Type 2 diabetes
LSLNC201365,,hsaLB_3UO_110876.1; hsaLB_5UO_110876.1; hsaLB_AN_110876.1; hsaLB_IO_110876.1,20,rs6042145,Type 2 diabetes
LSLNC203708,ENSG00000272657.1; AP000320.7; lnc-MRPS6-2; ENSG00000214955.4; AP000318.2; OTTHUMG00000086188.1,ENST00000362077.4; AP000320.7-001; hsaLB_PT_113866; lnc-MRPS6-2:1; AP000318.2-002; OTTHUMT00000194067.1,21,rs2000434,Type 2 diabetes
LSLNC203745,lnc-SETD4-12,hsaLB_PT_113912; lnc-SETD4-12:3; NONHSAT081899,21,rs2242888,Type 2 diabetes
LSLNC206953,ENSG00000224184; ENSG00000224184.1; AC096559.1; OTTHUMG00000151709.2; lnc-LPIN1-1,ENST00000438292; ENST00000438292.1; AC096559.1-006; OTTHUMT00000323602.1; hsaLB_LI_12391; lnc-LPIN1-1:3; NONHSAT069207,2,rs4477888,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC207342,,hsaLB_5UO_17248.1; hsaLB_IO_17248.1,2,rs624817,Type 2 diabetes
LSLNC208102,,hsaLB_IO_18083.1; hsaLB_IO_18083.2,2,rs11681687,Type 2 diabetes
LSLNC211150,lnc-EPAS1-3,hsaLB_PT_13641; lnc-EPAS1-3:2; NONHSAT070469,2,rs6743119,Type 2 diabetes
LSLNC211151,NONHSAG027649,NONHSAT070470; hsaLB_IO_13642.1,2,rs6743119,Type 2 diabetes
LSLNC211152,lnc-EPAS1-3,hsaLB_PT_13642.2; lnc-EPAS1-3:3; NONHSAT070470,2,rs6743119,Type 2 diabetes
LSLNC211154,lnc-EPAS1-3,hsaLB_PT_13644; lnc-EPAS1-3:6; NONHSAT070473,2,rs6743119,Type 2 diabetes
LSLNC211412,,hsaLB_5UO_13953.1; hsaLB_AN_13953.1,2,rs17279030,"Type 2 diabetes, gender differentiated"
LSLNC211464,ENSG00000233723; ENSG00000233723.3; AC007092.1; OTTHUMG00000152613.4; lnc-VRK2-5; ENSG00000233723.2; OTTHUMG00000152613.3; LINC01122,ENST00000452840; ENST00000452840.1; AC007092.1-001; hsaLB_LI_13992; lnc-VRK2-5:5; OTTHUMT00000327022.1; NONHSAT070861,2,rs17049584,Type 2 diabetes
LSLNC211466,ENSG00000233723; ENSG00000233723.3; AC007092.1; OTTHUMG00000152613.4; lnc-VRK2-5; ENSG00000233723.2; OTTHUMG00000152613.3; LINC01122,ENST00000449448; ENST00000449448.2; AC007092.1-008; OTTHUMT00000327009.1; hsaLB_LI_13994; lnc-VRK2-5:6; NONHSAT070862,2,rs17049584,Type 2 diabetes
LSLNC211470,NONHSAG027840,NONHSAT070864; hsaLB_IO_13999,2,rs17049584,Type 2 diabetes
LSLNC211471,ENSG00000233723; ENSG00000233723.3; AC007092.1; OTTHUMG00000152613.4; lnc-VRK2-5; ENSG00000233723.2; OTTHUMG00000152613.3; LINC01122,ENST00000427421; ENST00000427421.1; AC007092.1-005; OTTHUMT00000327006.1; hsaLB_LI_14000; lnc-VRK2-5:7,2,rs17049584,Type 2 diabetes
LSLNC211475,ENSG00000271955; ENSG00000271955.1; RP11-444A22.1; OTTHUMG00000185541.1; lnc-BCL11A-16,ENST00000606382; ENST00000606382.1; RP11-444A22.1-001; hsaLB_LI_14004; lnc-BCL11A-16:1,2,rs9309316,Type 2 diabetes
LSLNC213181,NONHSAG035667,NONHSAT091001; hsaLB_LI_24292.1,3,rs9288843,Waist hip ratio in Type 2 diabetes
LSLNC213182,ENSG00000242759; ENSG00000242759.2; LINC00882; OTTHUMG00000159196.2; lnc-CBLB-7; RP11-280F2.2; ENSG00000242759.1; OTTHUMG00000159196.1,ENST00000484698; ENST00000484698.1; LINC00882-001; hsaLB_LI_24292.2; lnc-CBLB-7:4; RP11-280F2.2-001; OTTHUMT00000353788.1; NONHSAT091001,3,rs9288843,Waist hip ratio in Type 2 diabetes
LSLNC216137,,hsaLB_5UO_21728.1; hsaLB_IO_21728.1,3,rs365392,Type 2 diabetes early age of onset
LSLNC216142,lnc-SGOL1-3,hsaLB_PT_21733; lnc-SGOL1-3:2; NONHSAT088647,3,rs11919688,Type 2 diabetes
LSLNC216143,lnc-SGOL1-3,hsaLB_PT_21734; lnc-SGOL1-3:5; NONHSAT088650,3,rs13069223,"Type 2 diabetes, combined control dataset"
LSLNC216269,ENSG00000228214.2; LINC00693; OTTHUMG00000155718.2; lnc-ZCWPW2-2,ENST00000432518.2; LINC00693-001; hsaLB_AN_21880; lnc-ZCWPW2-2:4,3,rs17651822,Type 2 diabetes
LSLNC216270,NONHSAG034656,NONHSAT088793; hsaLB_LI_21881,3,rs17651822,Type 2 diabetes
LSLNC216271,ENSG00000228214.2; LINC00693; OTTHUMG00000155718.2; lnc-ZCWPW2-2; ENSG00000228214.1; AC109586.1; OTTHUMG00000155718.1,ENST00000443912.1; LINC00693-002; hsaLB_AN_21882; lnc-ZCWPW2-2:2; AC109586.1-002; OTTHUMT00000341376.1,3,rs17651822,Type 2 diabetes
LSLNC216272,ENSG00000228214.2; LINC00693; OTTHUMG00000155718.2; lnc-ZCWPW2-2; ENSG00000228214.1; AC109586.1; OTTHUMG00000155718.1,ENST00000445077.1; LINC00693-003; hsaLB_AN_21883; lnc-ZCWPW2-2:3; AC109586.1-003; OTTHUMT00000341377.1; NONHSAT088794,3,rs17651822,Type 2 diabetes
LSLNC217360,lnc-FEZF2-9,hsaLB_IO_23552; lnc-FEZF2-9:2; NONHSAT090160,3,rs17063484,Type 2 diabetes
LSLNC217679,lnc-FRG2C-14,hsaLB_PT_23919; lnc-FRG2C-14:1; NONHSAT090556,3,rs6792260,"Type 2 diabetes, combined control dataset"
LSLNC224415,NONHSAG039690,NONHSAT100084; hsaLB_LI_32915,5,rs1123391,Type 2 diabetes
LSLNC224714,ENSG00000248969.1; CTD-2113L7.1; OTTHUMG00000162095.1; lnc-CAPSL-1,ENST00000510433.1; CTD-2113L7.1-001; hsaLB_AN_33797; lnc-CAPSL-1:1; OTTHUMT00000367198.1; NONHSAT101013,5,rs6451212,Type 2 diabetes
LSLNC228139,NONHSAG045358,NONHSAT115971; hsaLB_LI_44343,6,rs1885732,Type 2 diabetes
LSLNC228140,NONHSAG045358,NONHSAT115972; hsaLB_LI_44344,6,rs1885732,Type 2 diabetes
LSLNC237752,ENSG00000253554.1; RP11-32K4.1; OTTHUMG00000164358.2; lnc-CYP7B1-6,ENST00000523191.1; RP11-32K4.1-001; hsaLB_AN_53143; lnc-CYP7B1-6:2; OTTHUMT00000378431.2; NONHSAT126946,8,rs6472122,Type 2 diabetes
LSLNC241039,,hsaLB_3UO_55989.1; hsaLB_5UO_55989.1; hsaLB_IO_55989.1,9,rs9657633,Type 2 diabetes
