LncRNAID,Gene alias,Transcript alias,Chr,SNPID,Disease/Trait name
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs10790835,Type 2 diabetes
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs1540252,Type 2 diabetes
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs1540252,Type 2 diabetes
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs620875,Type 2 diabetes
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs620875,Type 2 diabetes
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs620875,Type 2 diabetes
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs620875,Type 2 diabetes
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs646236,Type 2 diabetes
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs646236,Type 2 diabetes
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs488054,Type 2 diabetes
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs488054,Type 2 diabetes
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs488054,Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs12321257,Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs12321257,Waist hip ratio in Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs12321257,Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs12321257,Waist hip ratio in Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs12321257,Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs12321257,Waist hip ratio in Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs12321315,Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs12321315,Waist hip ratio in Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs12321315,Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs12321315,Waist hip ratio in Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs12321315,Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs12321315,Waist hip ratio in Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs7488259,Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs7488259,Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs7957269,Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs7957269,Type 2 diabetes
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs7957269,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs4765127,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057409,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057409,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057409,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057409,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057409,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057409,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057409,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057409,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057409,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057409,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs7975482,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs7975482,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs7975482,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs7975482,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs7975482,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs7975482,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs7975482,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs7975482,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs7975482,Type 2 diabetes
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs400521,"Type 2 diabetes, combined control dataset"
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs400521,"Type 2 diabetes, combined control dataset"
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs10773069,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated"
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs10773069,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated"
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057526,"Type 2 diabetes, gender differentiated"
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057526,"Type 2 diabetes, gender differentiated"
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs4765127,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057409,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057409,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057409,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057409,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057409,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057409,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057409,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057409,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057409,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057409,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs7975482,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs7975482,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs7975482,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs7975482,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs7975482,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs7975482,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs7975482,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs7975482,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs7975482,Type 2 diabetes
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs400521,"Type 2 diabetes, combined control dataset"
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs400521,"Type 2 diabetes, combined control dataset"
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs10773069,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated"
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs10773069,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated"
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057526,"Type 2 diabetes, gender differentiated"
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057526,"Type 2 diabetes, gender differentiated"
LSLNC029825,NONHSAG015674,NONHSAT039185,14,rs10150928,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated"
LSLNC029825,NONHSAG015674,NONHSAT039185,14,rs10150928,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated"
LSLNC029825,NONHSAG015674,NONHSAT039185,14,rs7158821,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated"
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs10519058,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs1657800,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs16943012,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs16943012,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs12594992,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs12594992,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs7164773,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs2899663,Waist hip ratio in Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs2899663,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs2899663,Waist hip ratio in Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs2899663,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs4775313,Waist hip ratio in Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs4775313,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs4775313,Waist hip ratio in Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs4775313,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs2414686,Waist hip ratio in Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs2414686,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs2414686,Waist hip ratio in Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs2414686,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs2414686,Waist hip ratio in Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs2414686,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs2414686,Waist hip ratio in Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs2414686,Type 2 diabetes
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs782909,Diabetes Mellitus
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs13329643,Diabetes Mellitus
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs16943012,Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs16943012,Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs12594992,Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs12594992,Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs7164773,Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs2899663,Waist hip ratio in Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs2899663,Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs2899663,Waist hip ratio in Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs2899663,Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs4775313,Waist hip ratio in Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs4775313,Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs4775313,Waist hip ratio in Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs4775313,Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs2414686,Waist hip ratio in Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs2414686,Type 2 diabetes
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs2414686,Waist hip ratio in Type 2 diabetes
