LncRNAID,Gene alias,Transcript alias,Chr,SNPID,Disease/Trait name
LSLNC017614,NONHSAG035295,NONHSAT090160,3,rs10866046,Obesity with early age of onset (age >2)
LSLNC017614,NONHSAG035295,NONHSAT090160,3,rs940338,Obesity with early age of onset (age >2)
LSLNC017614,NONHSAG035295,NONHSAT090160,3,rs2365389,Obesity with early age of onset (age >2)
LSLNC018716,NONHSAG038462,NONHSAT097477,4,rs12649979,Obesity (body mass index (BMI))
LSLNC018716,NONHSAG038462,NONHSAT097477,4,rs1508466,Obesity (body mass index (BMI))
LSLNC018716,NONHSAG038462,NONHSAT097477,4,rs1567287,Obesity (body mass index (BMI))
LSLNC018716,NONHSAG038462,NONHSAT097477,4,rs13149481,Obesity (body mass index (BMI))
LSLNC018716,NONHSAG038462,NONHSAT097477,4,rs1355044,Obesity (body mass index (BMI))
LSLNC018716,NONHSAG038462,NONHSAT097477,4,rs2865799,Obesity (body mass index (BMI))
LSLNC018716,NONHSAG038462,NONHSAT097477,4,rs1508475,Obesity (body mass index (BMI))
LSLNC018716,NONHSAG038462,NONHSAT097477,4,rs1605637,Obesity (body mass index (BMI))
LSLNC018716,NONHSAG038462,NONHSAT097477,4,rs2136081,Obesity (body mass index (BMI))
LSLNC018716,NONHSAG038462,NONHSAT097477,4,rs4153,Obesity (body mass index (BMI))
LSLNC018716,NONHSAG038462,NONHSAT097477,4,rs4568246,Obesity (body mass index (BMI))
LSLNC018895,NONHSAG038940,NONHSAT098453,4,rs10033117,Type 2 diabetes with obesity
LSLNC019045,NONHSAG039251,NONHSAT099066,4,rs6829588,Obesity (body mass index (BMI))
LSLNC019046,NONHSAG039251,NONHSAT099067,4,rs6829588,Obesity (body mass index (BMI))
LSLNC019047,NONHSAG039251,NONHSAT099068,4,rs6829588,Obesity (body mass index (BMI))
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs476620,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs542721,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs612893,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs671960,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs1422086,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs526264,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs492643,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs574557,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs625879,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs659044,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs2909856,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs575425,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs598927,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs490268,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs7356530,Obesity with early age of onset (age >2)
LSLNC019579,NONHSAG040813,NONHSAT102341,5,rs492842,Obesity with early age of onset (age >2)
LSLNC019582,NONHSAG040813,NONHSAT102344,5,rs492842,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs1422649,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs11167903,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs1363551,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs1363552,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs7733492,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs4913031,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs7705761,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs7718967,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs10463375,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs10463376,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs12657549,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs13164331,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs13177421,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs13179436,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs13190127,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs12657244,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs1303924,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs4912696,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs12652125,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs13176856,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs13155471,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs4913033,Obesity with early age of onset (age >2)
LSLNC020102,NONHSAG041835,NONHSAT104381,5,rs9324984,Obesity with early age of onset (age >2)
LSLNC024433,NONHSAG053689,NONHSAT135301,9,rs12335,Obesity with early age of onset (age >2)
LSLNC024433,NONHSAG053689,NONHSAT135301,9,rs886090,Obesity with early age of onset (age >2)
LSLNC024433,NONHSAG053689,NONHSAT135301,9,rs120858,Obesity with early age of onset (age >2)
LSLNC024605,NONHSAG005252,NONHSAT011459,10,rs4750211,Obesity-related traits
LSLNC024605,NONHSAG005252,NONHSAT011459,10,rs10906142,Obesity-related traits
LSLNC025142,NONHSAG006723,NONHSAT016052,10,rs12765602,Obesity (body mass index (BMI))
LSLNC025143,NONHSAG006723,NONHSAT016053,10,rs12765602,Obesity (body mass index (BMI))
LSLNC025165,NONHSAG006762,NONHSAT016147,10,rs17115100,Obesity with early age of onset (age >2)
LSLNC025166,NONHSAG006766,NONHSAT016152,10,rs3824754,Obesity with early age of onset (age >2)
LSLNC025166,NONHSAG006766,NONHSAT016152,10,rs4409766,Obesity with early age of onset (age >2)
LSLNC026612,NONHSAG009338,NONHSAT023581,11,rs10734125,Obesity (body mass index (BMI))
LSLNC027028,NONHSAG009997,NONHSAT025029,11,rs2155163,Obesity with early age of onset (age >2)
LSLNC027028,NONHSAG009997,NONHSAT025029,11,rs4937170,Obesity with early age of onset (age >2)
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs2155163,Obesity with early age of onset (age >2)
LSLNC027029,NONHSAG009997,NONHSAT025030,11,rs4937170,Obesity with early age of onset (age >2)
LSLNC027125,NONHSAG010222,NONHSAT025919,12,rs11062805,Obesity (body mass index (BMI))
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs10784950,Obesity (body mass index (BMI))
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs1879914,Obesity (body mass index (BMI))
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs2367897,Obesity (body mass index (BMI))
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs6582086,Obesity (body mass index (BMI))
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs7133520,Obesity (body mass index (BMI))
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs7977245,Obesity (body mass index (BMI))
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs1484833,Obesity (body mass index (BMI))
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs1484834,Obesity (body mass index (BMI))
LSLNC028088,NONHSAG011683,NONHSAT029456,12,rs985207,Obesity (body mass index (BMI))
LSLNC028598,NONHSAG012632,NONHSAT031628,12,rs11057513,Obesity (body mass index (BMI))
LSLNC028600,NONHSAG012632,NONHSAT031630,12,rs11057513,Obesity (body mass index (BMI))
LSLNC029631,NONHSAG015019,NONHSAT036973,14,rs3783637,Obesity-related traits
LSLNC029632,NONHSAG015019,NONHSAT036974,14,rs3783637,Obesity-related traits
LSLNC029825,NONHSAG015674,NONHSAT039185,14,rs10148012,Obesity (body mass index (BMI))
LSLNC029825,NONHSAG015674,NONHSAT039185,14,rs9919909,Obesity (body mass index (BMI))
LSLNC030491,NONHSAG017008,NONHSAT044093,15,rs11857380,Obesity-related traits
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs341395,Obesity with early age of onset (age >2)
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs341396,Obesity with early age of onset (age >2)
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs341397,Obesity with early age of onset (age >2)
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs4638514,Obesity with early age of onset (age >2)
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs7175830,Obesity with early age of onset (age >2)
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs4366665,Obesity with early age of onset (age >2)
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs7166090,Obesity with early age of onset (age >2)
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs4775370,Obesity with early age of onset (age >2)
LSLNC030551,NONHSAG017079,NONHSAT044228,15,rs4774388,Obesity with early age of onset (age >2)
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs341395,Obesity with early age of onset (age >2)
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs341396,Obesity with early age of onset (age >2)
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs341397,Obesity with early age of onset (age >2)
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs4638514,Obesity with early age of onset (age >2)
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs7175830,Obesity with early age of onset (age >2)
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs4366665,Obesity with early age of onset (age >2)
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs7166090,Obesity with early age of onset (age >2)
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs4775370,Obesity with early age of onset (age >2)
LSLNC030552,NONHSAG017079,NONHSAT044229,15,rs4774388,Obesity with early age of onset (age >2)
LSLNC031190,NONHSAG018270,NONHSAT051994,16,rs2235487,Obesity (body mass index (BMI))
LSLNC031263,NONHSAG018484,NONHSAT140344,16,rs4786816,Obesity-related traits
LSLNC031263,NONHSAG018484,NONHSAT140344,16,rs7403856,Obesity-related traits
LSLNC031263,NONHSAG018484,NONHSAT140344,16,rs4786847,Adult obesity (body mass index (BMI))
LSLNC031264,NONHSAG018484,NONHSAT140355,16,rs4786816,Obesity-related traits
LSLNC031264,NONHSAG018484,NONHSAT140355,16,rs7403856,Obesity-related traits
LSLNC031264,NONHSAG018484,NONHSAT140355,16,rs4786847,Adult obesity (body mass index (BMI))
LSLNC031265,NONHSAG018484,NONHSAT140358,16,rs1478702,Obesity (body mass index (BMI))
LSLNC032571,NONHSAG022004,NONHSAT054164,17,rs241030,Obesity (body mass index (BMI))
LSLNC032571,NONHSAG022004,NONHSAT054164,17,rs413844,Obesity (body mass index (BMI))
LSLNC032571,NONHSAG022004,NONHSAT054164,17,rs1105569,Obesity (body mass index (BMI))
LSLNC032571,NONHSAG022004,NONHSAT054164,17,rs1358071,Obesity (body mass index (BMI))
LSLNC032571,NONHSAG022004,NONHSAT054164,17,rs12938476,Obesity (body mass index (BMI))
LSLNC032571,NONHSAG022004,NONHSAT054164,17,rs12944235,Obesity (body mass index (BMI))
LSLNC032571,NONHSAG022004,NONHSAT054164,17,rs1880753,Obesity (body mass index (BMI))
LSLNC032580,NONHSAG022015,NONHSAT054194,17,rs8067056,Obesity (body mass index (BMI))
LSLNC032580,NONHSAG022015,NONHSAT054194,17,rs8067056,Obesity (extreme)
LSLNC033147,NONHSAG022004,NONHSAT146907,17,rs241030,Obesity (body mass index (BMI))
LSLNC033147,NONHSAG022004,NONHSAT146907,17,rs413844,Obesity (body mass index (BMI))
LSLNC033147,NONHSAG022004,NONHSAT146907,17,rs1105569,Obesity (body mass index (BMI))
LSLNC033147,NONHSAG022004,NONHSAT146907,17,rs1358071,Obesity (body mass index (BMI))
LSLNC033147,NONHSAG022004,NONHSAT146907,17,rs12938476,Obesity (body mass index (BMI))
LSLNC033147,NONHSAG022004,NONHSAT146907,17,rs12944235,Obesity (body mass index (BMI))
LSLNC033147,NONHSAG022004,NONHSAT146907,17,rs1880753,Obesity (body mass index (BMI))
LSLNC036771,NONHSAG032748,NONHSAT081899,21,rs12483148,Obesity-related traits
LSLNC036771,NONHSAG032748,NONHSAT081899,21,rs13052228,Obesity (body mass index (BMI))
LSLNC040198,NONHSAG027025,NONHSAT069207,2,rs4668743,Obesity (body mass index (BMI))
LSLNC040198,NONHSAG027025,NONHSAT069207,2,rs16858228,Obesity-related traits
LSLNC040369,NONHSAG027840,NONHSAT070861,2,rs6731302,Obesity
LSLNC040369,NONHSAG027840,NONHSAT070861,2,rs17049763,Obesity (body mass index (BMI))
LSLNC040369,NONHSAG027840,NONHSAT070861,2,rs7593324,Obesity (body mass index (BMI))
LSLNC040370,NONHSAG027840,NONHSAT070862,2,rs6731302,Obesity
LSLNC040370,NONHSAG027840,NONHSAT070862,2,rs17049763,Obesity (body mass index (BMI))
LSLNC040370,NONHSAG027840,NONHSAT070862,2,rs7593324,Obesity (body mass index (BMI))
LSLNC042453,NONHSAG034594,NONHSAT088652,3,rs12489570,Obesity (body mass index (BMI))
LSLNC042453,NONHSAG034594,NONHSAT088652,3,rs7642008,Obesity (body mass index (BMI))
LSLNC042453,NONHSAG034594,NONHSAT088652,3,rs12487974,Obesity (body mass index (BMI))
LSLNC042453,NONHSAG034594,NONHSAT088652,3,rs1585863,Obesity (body mass index (BMI))
LSLNC042453,NONHSAG034594,NONHSAT088652,3,rs2291818,Obesity (body mass index (BMI))
LSLNC042453,NONHSAG034594,NONHSAT088652,3,rs6765798,Obesity (body mass index (BMI))
LSLNC042453,NONHSAG034594,NONHSAT088652,3,rs7619247,Obesity (body mass index (BMI))
LSLNC042480,NONHSAG034656,NONHSAT088794,3,rs4356777,Obesity with early age of onset (age >2)
LSLNC042480,NONHSAG034656,NONHSAT088794,3,rs6796390,Obesity with early age of onset (age >2)
LSLNC043254,NONHSAG035667,NONHSAT091020,3,rs9863794,Obesity (body mass index (BMI))
LSLNC043255,NONHSAG035667,NONHSAT091023,3,rs9863794,Obesity (body mass index (BMI))
LSLNC043286,NONHSAG035833,NONHSAT091361,3,rs10511378,Obesity-related traits
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs4262001,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs4285098,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2391540,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2952894,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2952895,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2955477,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2968973,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs4864202,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2391504,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs4864201,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs4864201,Obesity
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs4864201,Obesity with early age of onset
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2391534,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2391535,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2952861,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2952862,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2968965,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2969009,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2391552,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2860199,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2952870,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2969001,Extreme obesity with early age of onset
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2969001,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2969004,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2952906,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2968947,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2968948,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2968951,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2968954,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs2952877,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs3109195,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs3111733,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs3111735,Obesity with early age of onset (age >2)
LSLNC044378,NONHSAG038869,NONHSAT098296,4,rs6824934,Obesity with early age of onset (age >2)
LSLNC046248,NONHSAG056029,NONHSAT108050,6,rs4712652,Adult obesity (body mass index (BMI))
LSLNC046248,NONHSAG056029,NONHSAT108050,6,rs4712652,Obesity (body mass index (BMI))
LSLNC046711,NONHSAG042600,NONHSAT106490,6,rs17203091,Obesity with early age of onset (age >2)
LSLNC046712,NONHSAG042600,NONHSAT106492,6,rs17203091,Obesity with early age of onset (age >2)
LSLNC047576,NONHSAG045032,NONHSAT115325,6,rs12662675,Obesity with early age of onset (age >2)
LSLNC047576,NONHSAG045032,NONHSAT115325,6,rs12662882,Obesity with early age of onset (age >2)
LSLNC047576,NONHSAG045032,NONHSAT115325,6,rs12664681,Obesity with early age of onset (age >2)
LSLNC047578,NONHSAG045032,NONHSAT115327,6,rs12662675,Obesity with early age of onset (age >2)
LSLNC047578,NONHSAG045032,NONHSAT115327,6,rs12662882,Obesity with early age of onset (age >2)
LSLNC047578,NONHSAG045032,NONHSAT115327,6,rs12664681,Obesity with early age of onset (age >2)
LSLNC049966,NONHSAG050375,NONHSAT126946,8,rs16930623,Obesity with early age of onset (age >2)
LSLNC049977,NONHSAG050396,NONHSAT126986,8,rs6981992,Obesity-related traits
LSLNC054380,NONHSAG011699,NONHSAT029488,12,rs7964120,Obesity-related traits
LSLNC054397,NONHSAG011721,NONHSAT029536,12,rs10879997,Obesity (body mass index (BMI))
LSLNC054397,NONHSAG011721,NONHSAT029536,12,rs1795669,Obesity (body mass index (BMI))
LSLNC056192,NONHSAG014611,NONHSAT036216,14,rs718545,Obesity-related traits
LSLNC056192,NONHSAG014611,NONHSAT036216,14,rs11847697,Extreme obesity with early age of onset
LSLNC056192,NONHSAG014611,NONHSAT036216,14,rs11847697,Extreme obesity (body mass index (BMI))
LSLNC057911,NONHSAG018026,NONHSAT050725,15,rs1513859,Obesity-related traits
LSLNC059992,NONHSAG022308,NONHSAT054900,17,rs2586063,Obesity with early age of onset (age >2)
LSLNC059993,NONHSAG022308,NONHSAT054901,17,rs2586063,Obesity with early age of onset (age >2)
LSLNC060362,NONHSAG023194,NONHSAT056913,18,rs12967693,Obesity (body mass index (BMI))
LSLNC061516,NONHSAG025406,NONHSAT064098,19,rs10425935,Obesity-related traits
LSLNC061516,NONHSAG025406,NONHSAT064098,19,rs892073,Obesity-related traits
LSLNC062834,NONHSAG032423,NONHSAT081219,21,rs2823615,Obesity-related traits
LSLNC062835,NONHSAG032423,NONHSAT081221,21,rs2823615,Obesity-related traits
LSLNC062836,NONHSAG032423,NONHSAT081222,21,rs2823615,Obesity-related traits
LSLNC062837,NONHSAG032423,NONHSAT081223,21,rs2823615,Obesity-related traits
LSLNC065366,NONHSAG038463,NONHSAT097478,4,rs12649979,Obesity (body mass index (BMI))
LSLNC065366,NONHSAG038463,NONHSAT097478,4,rs1508466,Obesity (body mass index (BMI))
LSLNC065366,NONHSAG038463,NONHSAT097478,4,rs1567287,Obesity (body mass index (BMI))
LSLNC065366,NONHSAG038463,NONHSAT097478,4,rs13149481,Obesity (body mass index (BMI))
LSLNC065366,NONHSAG038463,NONHSAT097478,4,rs1355044,Obesity (body mass index (BMI))
LSLNC065366,NONHSAG038463,NONHSAT097478,4,rs2865799,Obesity (body mass index (BMI))
LSLNC065366,NONHSAG038463,NONHSAT097478,4,rs1508475,Obesity (body mass index (BMI))
LSLNC065366,NONHSAG038463,NONHSAT097478,4,rs1605637,Obesity (body mass index (BMI))
LSLNC065366,NONHSAG038463,NONHSAT097478,4,rs2136081,Obesity (body mass index (BMI))
LSLNC065366,NONHSAG038463,NONHSAT097478,4,rs4153,Obesity (body mass index (BMI))
LSLNC065366,NONHSAG038463,NONHSAT097478,4,rs4568246,Obesity (body mass index (BMI))
LSLNC065367,NONHSAG038463,NONHSAT097480,4,rs12649979,Obesity (body mass index (BMI))
LSLNC065367,NONHSAG038463,NONHSAT097480,4,rs1508466,Obesity (body mass index (BMI))
LSLNC065367,NONHSAG038463,NONHSAT097480,4,rs1567287,Obesity (body mass index (BMI))
